t_ms,theta_deg,theta_dot_dps,x_m,x_dot_ms,u_pwm,setpoint_deg,modo
216.0,-0.96,4.6,-0.0754,0.06,-49.0,0.0,0.0
236.0,-0.97,-7.3,-0.0742,0.072,-70.0,0.0,0.0
256.0,-1.12,-2.8,-0.073,0.06,-71.0,0.0,0.0
276.0,-1.03,6.0,-0.0717,0.06,-50.0,0.0,0.0
296.0,-1.03,-6.4,-0.0703,0.072,-72.0,0.0,0.0
316.0,-1.12,-6.9,-0.069,0.072,-78.0,0.0,0.0
336.0,-1.23,2.8,-0.0674,0.084,-68.0,0.0,0.0
356.0,-1.08,-0.4,-0.066,0.072,-64.0,0.0,0.0
376.0,-1.21,-8.3,-0.0643,0.084,-86.0,0.0,0.0
396.0,-1.36,-3.1,-0.0628,0.072,-85.0,0.0,0.0
416.0,-1.35,-2.5,-0.061,0.096,-84.0,0.0,0.0
436.0,-1.48,-10.2,-0.0592,0.096,-105.0,0.0,0.0
456.0,-1.59,0.6,-0.0574,0.084,-93.0,0.0,0.0
476.0,-1.5,2.9,-0.0553,0.096,-84.0,0.0,0.0
496.0,-1.48,-9.0,-0.0533,0.096,-103.0,0.0,0.0
516.0,-1.74,-7.6,-0.0513,0.096,-116.0,0.0,0.0
536.0,-1.87,6.8,-0.0489,0.12,-99.0,0.0,0.0
556.0,-1.95,-5.8,-0.0466,0.12,-125.0,0.0,0.0
576.0,-2.17,-2.6,-0.044,0.131,-133.0,0.0,0.0
596.0,-1.97,12.6,-0.0415,0.131,-95.0,0.0,0.0
616.0,-1.9,1.2,-0.0388,0.131,-110.0,0.0,0.0
636.0,-1.87,-5.0,-0.0363,0.12,-119.0,0.0,0.0
656.0,-2.19,2.5,-0.0337,0.131,-126.0,0.0,0.0
676.0,-2.04,5.5,-0.031,0.131,-112.0,0.0,0.0
696.0,-1.98,-4.5,-0.0282,0.143,-125.0,0.0,0.0
716.0,-2.08,-5.3,-0.0255,0.143,-132.0,0.0,0.0
736.0,-2.06,-0.3,-0.0227,0.143,-122.0,0.0,0.0
756.0,-2.37,-11.9,-0.0197,0.143,-161.0,0.0,0.0
776.0,-2.43,-5.7,-0.0167,0.155,-154.0,0.0,0.0
796.0,-2.62,-4.9,-0.0136,0.155,-164.0,0.0,0.0
816.0,-2.78,-2.2,-0.0104,0.155,-169.0,0.0,0.0
836.0,-2.65,3.8,-0.0071,0.167,-151.0,0.0,0.0
856.0,-2.69,-0.1,-0.0036,0.167,-160.0,0.0,0.0
876.0,-2.36,3.0,0.0,0.179,-135.0,0.0,0.0
896.0,-2.3,-8.6,0.0033,0.179,-151.0,0.0,0.0
916.0,-2.68,-10.2,0.0068,0.179,-176.0,0.0,0.0
936.0,-3.15,-1.5,0.0104,0.179,-189.0,0.0,0.0
956.0,-3.17,12.3,0.0141,0.179,-167.0,0.0,0.0
976.0,-3.34,14.1,0.0179,0.191,-174.0,0.0,0.0
996.0,-3.09,42.8,0.0219,0.203,-111.0,0.0,0.0
1016.0,-3.31,29.0,0.0257,0.191,-147.0,0.0,0.0
1036.0,-1.9,59.7,0.0294,0.191,-11.0,0.0,0.0
1056.0,-1.74,24.7,0.0328,0.167,-61.0,0.0,0.0
1076.0,-0.93,23.3,0.0357,0.143,-15.0,0.0,0.0
1096.0,-1.04,4.0,0.0385,0.131,-54.0,0.0,0.0
1116.0,-0.85,-2.8,0.041,0.12,-55.0,0.0,0.0
1136.0,-1.28,-4.8,0.0435,0.12,-84.0,0.0,0.0
1156.0,-1.28,21.9,0.0458,0.12,-39.0,0.0,0.0
1176.0,-1.0,16.4,0.0479,0.108,-31.0,0.0,0.0
1196.0,-0.83,11.5,0.05,0.096,-29.0,0.0,0.0
1216.0,-0.69,5.5,0.052,0.096,-31.0,0.0,0.0
1236.0,-0.64,7.1,0.0538,0.084,-25.0,0.0,0.0
1256.0,-0.42,12.7,0.0556,0.084,-3.0,0.0,0.0
1276.0,-0.13,7.1,0.0571,0.072,4.0,0.0,0.0
1296.0,-0.15,-5.5,0.0582,0.048,-17.0,0.0,0.0
1316.0,-0.26,-9.9,0.0592,0.048,-32.0,0.0,0.0
1336.0,-0.7,-14.3,0.0601,0.048,-66.0,0.0,0.0
1356.0,-1.2,-4.7,0.0613,0.06,-79.0,0.0,0.0
1376.0,-1.42,16.5,0.0625,0.06,-56.0,0.0,0.0
1396.0,-1.1,39.5,0.0638,0.072,1.0,0.0,0.0
1416.0,-0.37,36.2,0.065,0.06,39.0,0.0,0.0
1436.0,0.28,11.5,0.0654,0.012,36.0,0.0,0.0
1456.0,0.05,-24.1,0.0653,0.0,-37.0,0.0,0.0
1476.0,-0.37,-13.8,0.0654,0.012,-45.0,0.0,0.0
1496.0,-0.75,-6.0,0.0657,0.024,-54.0,0.0,0.0
1516.0,-0.5,31.9,0.0663,0.024,24.0,0.0,0.0
1536.0,0.02,22.6,0.0667,0.012,39.0,0.0,0.0
1556.0,0.71,11.4,0.0663,-0.024,61.0,0.0,0.0
1576.0,0.49,-31.8,0.0659,-0.024,-24.0,0.0,0.0
1596.0,-0.02,-17.1,0.0655,-0.012,-30.0,0.0,0.0
1616.0,-0.41,-8.4,0.0656,0.012,-38.0,0.0,0.0
1636.0,-0.38,22.6,0.066,0.012,15.0,0.0,0.0
1656.0,0.06,20.6,0.0661,0.0,38.0,0.0,0.0
1676.0,0.56,14.9,0.0659,-0.012,58.0,0.0,0.0
1696.0,0.82,-11.3,0.0653,-0.024,29.0,0.0,0.0
1716.0,0.46,-24.4,0.0645,-0.036,-14.0,0.0,0.0
1736.0,0.05,-8.1,0.0641,-0.012,-10.0,0.0,0.0
1756.0,-0.03,3.8,0.0639,0.0,4.0,0.0,0.0
1776.0,0.3,24.1,0.0638,-0.012,58.0,0.0,0.0
1796.0,0.85,11.9,0.0633,-0.036,70.0,0.0,0.0
1816.0,0.95,-23.2,0.0625,-0.048,16.0,0.0,0.0
1836.0,0.42,-24.8,0.0617,-0.036,-16.0,0.0,0.0
1856.0,0.13,-4.7,0.0613,-0.012,0.0,0.0,0.0
1876.0,0.3,22.6,0.0611,-0.012,56.0,0.0,0.0
1896.0,0.89,17.0,0.0606,-0.024,81.0,0.0,0.0
1916.0,1.05,-27.2,0.0596,-0.048,15.0,0.0,0.0
1936.0,0.34,-29.0,0.0587,-0.048,-28.0,0.0,0.0
1956.0,-0.01,-6.0,0.0583,-0.012,-10.0,0.0,0.0
1976.0,0.12,20.7,0.0582,-0.012,42.0,0.0,0.0
1996.0,0.63,26.6,0.058,-0.024,82.0,0.0,0.0
2016.0,1.51,10.3,0.0571,-0.048,107.0,0.0,0.0
2036.0,0.75,-51.4,0.0561,-0.06,-42.0,0.0,0.0
2056.0,0.07,-22.1,0.0552,-0.024,-33.0,0.0,0.0
2076.0,-0.66,-3.1,0.0551,0.0,-44.0,0.0,0.0
2096.0,0.09,46.1,0.0552,0.0,83.0,0.0,0.0
2116.0,0.63,20.7,0.0547,-0.036,72.0,0.0,0.0
2136.0,1.29,-14.3,0.0538,-0.06,52.0,0.0,0.0
2156.0,0.54,-41.6,0.0528,-0.048,-38.0,0.0,0.0
2176.0,0.09,-12.9,0.0524,-0.012,-16.0,0.0,0.0
2196.0,-0.37,2.6,0.0524,0.012,-17.0,0.0,0.0
2216.0,0.19,35.7,0.0524,0.0,71.0,0.0,0.0
2236.0,0.68,16.9,0.052,-0.024,69.0,0.0,0.0
2256.0,1.21,-8.8,0.051,-0.048,57.0,0.0,0.0
2276.0,0.45,-40.6,0.0501,-0.048,-41.0,0.0,0.0
2296.0,-0.01,-14.9,0.0496,-0.012,-25.0,0.0,0.0
2316.0,-0.47,8.3,0.0496,0.0,-14.0,0.0,0.0
2336.0,0.1,38.0,0.0497,0.0,70.0,0.0,0.0
2356.0,0.67,15.0,0.0494,-0.024,65.0,0.0,0.0
2376.0,1.28,-8.4,0.0485,-0.048,62.0,0.0,0.0
2396.0,0.47,-42.3,0.0476,-0.048,-44.0,0.0,0.0
2416.0,0.07,-15.3,0.0471,-0.024,-21.0,0.0,0.0
2436.0,-0.42,1.4,0.0471,0.0,-22.0,0.0,0.0
2456.0,0.06,26.5,0.0473,0.012,48.0,0.0,0.0
2476.0,0.5,14.3,0.047,-0.024,54.0,0.0,0.0
2496.0,0.91,-2.4,0.0463,-0.048,50.0,0.0,0.0
2516.0,0.5,-38.8,0.0455,-0.036,-36.0,0.0,0.0
2536.0,0.06,-16.2,0.0451,-0.012,-24.0,0.0,0.0
2556.0,-0.39,-9.9,0.0451,0.0,-39.0,0.0,0.0
2576.0,-0.22,17.8,0.0453,0.012,16.0,0.0,0.0
2596.0,0.08,15.4,0.0453,-0.012,30.0,0.0,0.0
2616.0,0.44,8.8,0.0451,-0.024,40.0,0.0,0.0
2636.0,0.62,-7.6,0.0446,-0.024,23.0,0.0,0.0
2656.0,0.32,-33.8,0.0441,-0.024,-38.0,0.0,0.0
2676.0,-0.26,-19.7,0.0437,-0.012,-49.0,0.0,0.0
2696.0,-0.68,-12.3,0.044,0.012,-61.0,0.0,0.0
2716.0,-0.57,28.5,0.0446,0.024,14.0,0.0,0.0
2736.0,0.08,19.5,0.0448,0.0,37.0,0.0,0.0
2756.0,0.4,5.6,0.0446,-0.012,33.0,0.0,0.0
2776.0,0.46,-30.3,0.0442,-0.024,-24.0,0.0,0.0
2796.0,-0.35,-31.2,0.044,-0.012,-73.0,0.0,0.0
2816.0,-0.92,-21.0,0.0443,0.024,-90.0,0.0,0.0
2836.0,-0.95,29.8,0.0451,0.036,-5.0,0.0,0.0
2856.0,-0.14,28.2,0.0458,0.024,39.0,0.0,0.0
2876.0,0.16,9.1,0.046,0.012,25.0,0.0,0.0
2896.0,0.47,-20.7,0.0458,-0.012,-7.0,0.0,0.0
2916.0,-0.33,-35.2,0.0458,0.012,-79.0,0.0,0.0
2936.0,-0.95,-23.6,0.0461,0.024,-96.0,0.0,0.0
2956.0,-1.25,20.6,0.047,0.036,-39.0,0.0,0.0
2976.0,-0.52,38.2,0.0479,0.036,34.0,0.0,0.0
2996.0,-0.07,8.0,0.0483,0.012,9.0,0.0,0.0
3016.0,0.1,-16.4,0.0483,0.0,-21.0,0.0,0.0
3036.0,-0.52,-30.7,0.0484,0.012,-83.0,0.0,0.0
3056.0,-1.0,-21.2,0.049,0.036,-95.0,0.0,0.0
3076.0,-1.31,16.7,0.05,0.048,-49.0,0.0,0.0
3096.0,-0.43,39.5,0.0509,0.048,41.0,0.0,0.0
3116.0,0.03,11.1,0.0513,0.012,20.0,0.0,0.0
3136.0,0.4,-26.0,0.0513,0.0,-20.0,0.0,0.0
3156.0,-0.43,-36.8,0.0512,0.0,-88.0,0.0,0.0
3176.0,-1.12,-24.6,0.0518,0.036,-108.0,0.0,0.0
3196.0,-1.4,18.1,0.0527,0.048,-52.0,0.0,0.0
3216.0,-0.62,43.0,0.0538,0.048,36.0,0.0,0.0
3236.0,-0.11,19.1,0.0545,0.024,25.0,0.0,0.0
3256.0,0.36,-18.6,0.0545,0.0,-10.0,0.0,0.0
3276.0,-0.66,-42.3,0.0545,0.0,-111.0,0.0,0.0
3296.0,-1.41,-19.1,0.0551,0.036,-116.0,0.0,0.0
3316.0,-1.58,35.3,0.0562,0.06,-34.0,0.0,0.0
3336.0,-0.58,51.0,0.0574,0.048,52.0,0.0,0.0
3356.0,0.35,9.6,0.0576,0.0,37.0,0.0,0.0
3376.0,-0.04,-45.1,0.0575,-0.012,-79.0,0.0,0.0
3396.0,-0.83,-31.2,0.0576,0.012,-102.0,0.0,0.0
3416.0,-1.71,-4.2,0.0584,0.048,-108.0,0.0,0.0
3436.0,-0.95,55.8,0.0595,0.06,38.0,0.0,0.0
3456.0,-0.22,23.8,0.0601,0.024,27.0,0.0,0.0
3476.0,0.45,-11.5,0.0601,-0.012,7.0,0.0,0.0
3496.0,-0.46,-41.7,0.0601,0.0,-98.0,0.0,0.0
3516.0,-0.99,-16.7,0.0606,0.036,-87.0,0.0,0.0
3536.0,-1.52,14.1,0.0614,0.048,-66.0,0.0,0.0
3556.0,-0.65,47.2,0.0624,0.036,41.0,0.0,0.0
3576.0,0.26,24.1,0.0628,0.012,56.0,0.0,0.0
3596.0,0.3,-35.3,0.0625,-0.024,-41.0,0.0,0.0
3616.0,-0.67,-34.4,0.0625,0.012,-98.0,0.0,0.0
3636.0,-1.12,-3.8,0.0631,0.036,-73.0,0.0,0.0
3656.0,-0.95,45.8,0.0639,0.036,21.0,0.0,0.0
3676.0,0.0,28.7,0.0645,0.024,48.0,0.0,0.0
3696.0,0.67,-7.5,0.0644,0.0,26.0,0.0,0.0
3716.0,-0.25,-45.0,0.0641,-0.012,-91.0,0.0,0.0
3736.0,-0.82,-14.3,0.0644,0.024,-73.0,0.0,0.0
3756.0,-1.18,25.4,0.065,0.024,-26.0,0.0,0.0
3776.0,-0.31,45.4,0.0657,0.024,58.0,0.0,0.0
3796.0,0.3,11.7,0.0657,-0.012,37.0,0.0,0.0
3816.0,0.28,-37.1,0.0654,-0.012,-46.0,0.0,0.0
3836.0,-0.54,-23.7,0.0654,0.012,-72.0,0.0,0.0
3856.0,-0.96,-8.6,0.0659,0.036,-71.0,0.0,0.0
3876.0,-0.71,42.9,0.0666,0.048,30.0,0.0,0.0
3896.0,0.22,29.7,0.0669,0.012,63.0,0.0,0.0
3916.0,0.68,-13.2,0.0666,-0.024,17.0,0.0,0.0
3936.0,-0.07,-43.5,0.0662,-0.012,-78.0,0.0,0.0
3956.0,-0.76,-23.3,0.0663,0.024,-84.0,0.0,0.0
3976.0,-1.22,25.8,0.0669,0.036,-28.0,0.0,0.0
3996.0,-0.33,47.1,0.0677,0.024,60.0,0.0,0.0
4016.0,0.32,9.7,0.0677,-0.012,35.0,0.0,0.0
4036.0,0.3,-42.0,0.0673,-0.024,-53.0,0.0,0.0
4056.0,-0.38,-23.8,0.0673,0.0,-62.0,0.0,0.0
4076.0,-1.06,-8.7,0.0678,0.024,-77.0,0.0,0.0
4096.0,-0.63,46.3,0.0685,0.036,41.0,0.0,0.0
4116.0,0.18,26.6,0.0686,0.0,55.0,0.0,0.0
4136.0,0.97,-14.4,0.0682,-0.024,32.0,0.0,0.0
4156.0,-0.06,-44.5,0.0677,-0.024,-78.0,0.0,0.0
