t_ms,pwm,enc_izq,enc_der
10047.0,200.0,21050.0,21068.0
10057.0,200.0,21085.0,21105.0
10067.0,200.0,21120.0,21141.0
10077.0,200.0,21155.0,21177.0
10087.0,200.0,21191.0,21214.0
10097.0,200.0,21226.0,21250.0
10107.0,200.0,21261.0,21286.0
10117.0,200.0,21296.0,21323.0
10127.0,200.0,21332.0,21359.0
10137.0,200.0,21367.0,21395.0
10147.0,200.0,21402.0,21432.0
10157.0,200.0,21437.0,21468.0
10167.0,200.0,21473.0,21504.0
10177.0,200.0,21508.0,21541.0
10187.0,200.0,21543.0,21577.0
10197.0,200.0,21578.0,21614.0
10207.0,200.0,21614.0,21650.0
10217.0,200.0,21649.0,21686.0
10227.0,200.0,21684.0,21723.0
10237.0,200.0,21719.0,21759.0
10247.0,200.0,21754.0,21795.0
10257.0,200.0,21790.0,21832.0
10267.0,200.0,21825.0,21868.0
10277.0,200.0,21860.0,21904.0
10287.0,200.0,21895.0,21941.0
10297.0,200.0,21930.0,21977.0
10307.0,200.0,21966.0,22014.0
10317.0,200.0,22001.0,22050.0
10327.0,200.0,22036.0,22086.0
10337.0,200.0,22071.0,22123.0
10347.0,200.0,22107.0,22159.0
10357.0,200.0,22142.0,22195.0
10367.0,200.0,22177.0,22232.0
10377.0,200.0,22212.0,22268.0
10387.0,200.0,22248.0,22305.0
10397.0,200.0,22283.0,22341.0
10407.0,200.0,22318.0,22378.0
10417.0,200.0,22353.0,22414.0
10427.0,200.0,22389.0,22450.0
10437.0,200.0,22424.0,22487.0
10447.0,200.0,22459.0,22523.0
10457.0,200.0,22494.0,22560.0
10467.0,200.0,22529.0,22596.0
10477.0,200.0,22565.0,22633.0
10487.0,200.0,22600.0,22669.0
10497.0,200.0,22635.0,22705.0
10507.0,200.0,22670.0,22742.0
10517.0,200.0,22705.0,22778.0
10527.0,200.0,22741.0,22815.0
10537.0,200.0,22776.0,22851.0
10547.0,200.0,22811.0,22887.0
10557.0,200.0,22846.0,22924.0
10567.0,200.0,22881.0,22960.0
10577.0,200.0,22917.0,22997.0
10587.0,200.0,22952.0,23033.0
10597.0,200.0,22987.0,23069.0
10607.0,200.0,23022.0,23106.0
10617.0,200.0,23057.0,23142.0
10627.0,200.0,23093.0,23179.0
10637.0,200.0,23128.0,23215.0
10647.0,200.0,23163.0,23251.0
10657.0,200.0,23198.0,23288.0
10667.0,200.0,23234.0,23324.0
10677.0,200.0,23269.0,23361.0
10687.0,200.0,23304.0,23397.0
10697.0,200.0,23339.0,23433.0
10707.0,200.0,23375.0,23470.0
10717.0,200.0,23410.0,23506.0
10727.0,200.0,23445.0,23543.0
10737.0,200.0,23480.0,23579.0
10747.0,200.0,23516.0,23615.0
10757.0,200.0,23551.0,23652.0
10767.0,200.0,23586.0,23688.0
10777.0,200.0,23621.0,23725.0
10787.0,200.0,23656.0,23761.0
10797.0,200.0,23692.0,23797.0
10807.0,200.0,23727.0,23834.0
10817.0,200.0,23762.0,23870.0
10827.0,200.0,23798.0,23907.0
10837.0,200.0,23833.0,23943.0
10847.0,200.0,23868.0,23979.0
10857.0,200.0,23903.0,24016.0
10867.0,200.0,23938.0,24052.0
10877.0,200.0,23974.0,24089.0
10887.0,200.0,24009.0,24125.0
10897.0,200.0,24044.0,24161.0
10907.0,200.0,24080.0,24198.0
10917.0,200.0,24115.0,24234.0
10927.0,200.0,24150.0,24271.0
10937.0,200.0,24185.0,24307.0
10947.0,200.0,24220.0,24343.0
10957.0,200.0,24256.0,24380.0
10967.0,200.0,24291.0,24416.0
10977.0,200.0,24326.0,24453.0
10987.0,200.0,24361.0,24489.0
10997.0,200.0,24397.0,24525.0
11007.0,200.0,24432.0,24562.0
11017.0,200.0,24467.0,24598.0
11027.0,200.0,24502.0,24635.0
11037.0,200.0,24537.0,24671.0
11047.0,200.0,24573.0,24708.0
11057.0,200.0,24608.0,24744.0
11067.0,200.0,24643.0,24780.0
11077.0,200.0,24678.0,24817.0
11087.0,200.0,24713.0,24853.0
11097.0,200.0,24749.0,24890.0
11107.0,200.0,24784.0,24926.0
11117.0,200.0,24819.0,24962.0
11127.0,200.0,24854.0,24999.0
11137.0,200.0,24890.0,25035.0
11147.0,200.0,24925.0,25072.0
11157.0,200.0,24960.0,25108.0
11167.0,200.0,24995.0,25144.0
11177.0,200.0,25030.0,25181.0
11187.0,200.0,25066.0,25217.0
11197.0,200.0,25101.0,25253.0
11207.0,200.0,25136.0,25290.0
11217.0,200.0,25171.0,25326.0
11227.0,200.0,25207.0,25363.0
11237.0,200.0,25242.0,25399.0
11247.0,200.0,25277.0,25435.0
11257.0,200.0,25312.0,25472.0
11267.0,200.0,25348.0,25508.0
11277.0,200.0,25383.0,25544.0
11287.0,200.0,25418.0,25581.0
11297.0,200.0,25453.0,25617.0
11307.0,200.0,25489.0,25654.0
11317.0,200.0,25524.0,25690.0
11327.0,200.0,25559.0,25726.0
11337.0,200.0,25594.0,25763.0
11347.0,200.0,25629.0,25799.0
11357.0,200.0,25665.0,25835.0
11367.0,200.0,25700.0,25872.0
11377.0,200.0,25735.0,25908.0
11387.0,200.0,25771.0,25945.0
11397.0,200.0,25806.0,25981.0
11407.0,200.0,25841.0,26017.0
11417.0,200.0,25876.0,26054.0
11427.0,200.0,25911.0,26090.0
11437.0,200.0,25947.0,26127.0
11447.0,200.0,25982.0,26163.0
11457.0,200.0,26017.0,26200.0
11467.0,200.0,26053.0,26236.0
11477.0,200.0,26088.0,26273.0
11487.0,200.0,26123.0,26309.0
11497.0,200.0,26158.0,26346.0
11507.0,200.0,26193.0,26382.0
11517.0,200.0,26229.0,26419.0
11527.0,200.0,26264.0,26455.0
11537.0,200.0,26299.0,26492.0
11547.0,200.0,26334.0,26528.0
11557.0,200.0,26370.0,26565.0
11567.0,200.0,26405.0,26601.0
11577.0,200.0,26440.0,26638.0
11587.0,200.0,26475.0,26674.0
11597.0,200.0,26510.0,26711.0
11607.0,200.0,26546.0,26747.0
11617.0,200.0,26581.0,26784.0
11627.0,200.0,26616.0,26820.0
11637.0,200.0,26651.0,26857.0
11647.0,200.0,26687.0,26893.0
11657.0,200.0,26722.0,26930.0
11667.0,200.0,26757.0,26966.0
11677.0,200.0,26792.0,27003.0
11687.0,200.0,26827.0,27039.0
11697.0,200.0,26863.0,27076.0
11707.0,200.0,26898.0,27112.0
11717.0,200.0,26933.0,27149.0
11727.0,200.0,26969.0,27185.0
11737.0,200.0,27004.0,27221.0
11747.0,200.0,27039.0,27258.0
11757.0,200.0,27074.0,27294.0
11767.0,200.0,27109.0,27331.0
11777.0,200.0,27145.0,27367.0
11787.0,200.0,27180.0,27404.0
11797.0,200.0,27215.0,27440.0
11807.0,200.0,27250.0,27477.0
11817.0,200.0,27286.0,27513.0
11827.0,200.0,27321.0,27550.0
11837.0,200.0,27356.0,27586.0
11847.0,200.0,27391.0,27623.0
11857.0,200.0,27427.0,27659.0
11867.0,200.0,27462.0,27695.0
11877.0,200.0,27497.0,27732.0
11887.0,200.0,27532.0,27768.0
11897.0,200.0,27568.0,27805.0
11907.0,200.0,27603.0,27841.0
11917.0,200.0,27638.0,27878.0
11927.0,200.0,27674.0,27914.0
11937.0,200.0,27709.0,27951.0
11947.0,200.0,27744.0,27987.0
11957.0,200.0,27779.0,28024.0
11967.0,200.0,27814.0,28060.0
11977.0,200.0,27850.0,28096.0
11987.0,200.0,27885.0,28133.0
11997.0,200.0,27920.0,28169.0
12007.0,0.0,27956.0,28206.0
12017.0,0.0,27988.0,28240.0
12027.0,0.0,28015.0,28268.0
12037.0,0.0,28038.0,28291.0
12047.0,0.0,28057.0,28311.0
12057.0,0.0,28072.0,28328.0
12067.0,0.0,28086.0,28342.0
12077.0,0.0,28097.0,28354.0
12087.0,0.0,28107.0,28365.0
12097.0,0.0,28116.0,28374.0
12107.0,0.0,28124.0,28383.0
12117.0,0.0,28132.0,28391.0
12127.0,0.0,28139.0,28398.0
12137.0,0.0,28145.0,28405.0
12147.0,0.0,28151.0,28412.0
12157.0,0.0,28157.0,28417.0
12167.0,0.0,28163.0,28423.0
12177.0,0.0,28168.0,28428.0
12187.0,0.0,28173.0,28433.0
12197.0,0.0,28178.0,28438.0
12207.0,0.0,28182.0,28442.0
12217.0,0.0,28186.0,28447.0
12227.0,0.0,28190.0,28450.0
12237.0,0.0,28194.0,28454.0
12247.0,0.0,28197.0,28457.0
12257.0,0.0,28200.0,28460.0
12267.0,0.0,28203.0,28463.0
12277.0,0.0,28206.0,28465.0
12287.0,0.0,28208.0,28467.0
12297.0,0.0,28210.0,28469.0
12307.0,0.0,28212.0,28470.0
12317.0,0.0,28214.0,28472.0
12327.0,0.0,28216.0,28473.0
12337.0,0.0,28217.0,28474.0
12347.0,0.0,28218.0,28474.0
12357.0,0.0,28218.0,28474.0
12367.0,0.0,28219.0,28475.0
12377.0,0.0,28219.0,28475.0
12387.0,0.0,28219.0,28475.0
12397.0,0.0,28219.0,28475.0
12407.0,0.0,28218.0,28475.0
12417.0,0.0,28218.0,28475.0
12427.0,0.0,28218.0,28475.0
12437.0,0.0,28218.0,28475.0
12447.0,0.0,28218.0,28475.0
12457.0,0.0,28218.0,28475.0
12467.0,0.0,28218.0,28475.0
12477.0,0.0,28218.0,28475.0
12487.0,0.0,28218.0,28475.0
12497.0,0.0,28218.0,28475.0
12507.0,0.0,28218.0,28475.0
12517.0,0.0,28218.0,28475.0
12527.0,0.0,28218.0,28475.0
12537.0,0.0,28218.0,28475.0
12547.0,0.0,28218.0,28475.0
12557.0,0.0,28218.0,28475.0
12567.0,0.0,28218.0,28475.0
12577.0,0.0,28218.0,28475.0
12587.0,0.0,28218.0,28475.0
12597.0,0.0,28218.0,28475.0
12607.0,0.0,28218.0,28475.0
12617.0,0.0,28218.0,28475.0
12627.0,0.0,28218.0,28475.0
12637.0,0.0,28218.0,28475.0
12647.0,0.0,28218.0,28475.0
12657.0,0.0,28218.0,28475.0
12667.0,0.0,28218.0,28475.0
12677.0,0.0,28218.0,28475.0
12687.0,0.0,28218.0,28475.0
12697.0,0.0,28218.0,28475.0
12707.0,0.0,28218.0,28475.0
12717.0,0.0,28218.0,28475.0
12727.0,0.0,28218.0,28475.0
12737.0,0.0,28218.0,28475.0
12747.0,0.0,28218.0,28475.0
12757.0,0.0,28218.0,28475.0
12767.0,0.0,28218.0,28475.0
12777.0,0.0,28218.0,28475.0
12787.0,0.0,28218.0,28475.0
12797.0,0.0,28218.0,28475.0
12807.0,0.0,28218.0,28475.0
12817.0,0.0,28218.0,28475.0
12827.0,0.0,28218.0,28475.0
12837.0,0.0,28218.0,28475.0
12847.0,0.0,28218.0,28475.0
12857.0,0.0,28218.0,28475.0
12867.0,0.0,28218.0,28475.0
12877.0,0.0,28218.0,28475.0
12887.0,0.0,28218.0,28475.0
12897.0,0.0,28218.0,28475.0
12907.0,0.0,28218.0,28475.0
12917.0,0.0,28218.0,28475.0
12927.0,0.0,28218.0,28475.0
12937.0,0.0,28218.0,28475.0
12947.0,0.0,28218.0,28475.0
12957.0,0.0,28218.0,28475.0
12967.0,0.0,28218.0,28475.0
12977.0,0.0,28218.0,28475.0
12987.0,0.0,28218.0,28475.0
12997.0,0.0,28218.0,28475.0
13007.0,0.0,28218.0,28475.0
13017.0,0.0,28218.0,28475.0
13027.0,0.0,28218.0,28475.0
13037.0,0.0,28218.0,28475.0
13047.0,0.0,28218.0,28475.0
13057.0,0.0,28218.0,28475.0
13067.0,0.0,28218.0,28475.0
13077.0,0.0,28218.0,28475.0
13087.0,0.0,28218.0,28475.0
13097.0,0.0,28218.0,28475.0
13107.0,0.0,28218.0,28475.0
13117.0,0.0,28218.0,28475.0
13127.0,0.0,28218.0,28475.0
13137.0,0.0,28218.0,28475.0
13147.0,0.0,28218.0,28475.0
13157.0,0.0,28218.0,28475.0
13167.0,0.0,28218.0,28475.0
13177.0,0.0,28218.0,28475.0
13187.0,0.0,28218.0,28475.0
13197.0,0.0,28218.0,28475.0
13207.0,0.0,28218.0,28475.0
13217.0,0.0,28218.0,28475.0
13227.0,0.0,28218.0,28475.0
13237.0,0.0,28218.0,28475.0
13247.0,0.0,28218.0,28475.0
13257.0,0.0,28218.0,28475.0
13267.0,0.0,28218.0,28475.0
13277.0,0.0,28218.0,28475.0
13287.0,0.0,28218.0,28475.0
13297.0,0.0,28218.0,28475.0
13307.0,0.0,28218.0,28475.0
13317.0,0.0,28218.0,28475.0
13327.0,0.0,28218.0,28475.0
13337.0,0.0,28218.0,28475.0
13347.0,0.0,28218.0,28475.0
13357.0,0.0,28218.0,28475.0
13367.0,0.0,28218.0,28475.0
13377.0,0.0,28218.0,28475.0
13387.0,0.0,28218.0,28475.0
13397.0,0.0,28218.0,28475.0
13407.0,0.0,28218.0,28475.0
13417.0,0.0,28218.0,28475.0
13427.0,0.0,28218.0,28475.0
13437.0,0.0,28218.0,28475.0
13447.0,0.0,28218.0,28475.0
13457.0,0.0,28218.0,28475.0
13467.0,0.0,28218.0,28475.0
13477.0,0.0,28218.0,28475.0
13487.0,0.0,28218.0,28475.0
13497.0,0.0,28218.0,28475.0
13507.0,0.0,28218.0,28475.0
13517.0,0.0,28218.0,28475.0
13527.0,0.0,28218.0,28475.0
13537.0,0.0,28218.0,28475.0
13547.0,0.0,28218.0,28475.0
13557.0,0.0,28218.0,28475.0
13567.0,0.0,28218.0,28475.0
13577.0,0.0,28218.0,28475.0
13587.0,0.0,28218.0,28475.0
13597.0,0.0,28218.0,28475.0
13607.0,0.0,28218.0,28475.0
13617.0,0.0,28218.0,28475.0
13627.0,0.0,28218.0,28475.0
13637.0,0.0,28218.0,28475.0
13647.0,0.0,28218.0,28475.0
13657.0,0.0,28218.0,28475.0
13667.0,0.0,28218.0,28475.0
13677.0,0.0,28218.0,28475.0
13687.0,0.0,28218.0,28475.0
13697.0,0.0,28218.0,28475.0
13707.0,0.0,28218.0,28475.0
13717.0,0.0,28218.0,28475.0
13727.0,0.0,28218.0,28475.0
13737.0,0.0,28218.0,28475.0
13747.0,0.0,28218.0,28475.0
13757.0,0.0,28218.0,28475.0
13767.0,0.0,28218.0,28475.0
13777.0,0.0,28218.0,28475.0
13787.0,0.0,28218.0,28475.0
13797.0,0.0,28218.0,28475.0
13807.0,0.0,28218.0,28475.0
13817.0,0.0,28218.0,28475.0
13827.0,0.0,28218.0,28475.0
13837.0,0.0,28218.0,28475.0
13847.0,0.0,28218.0,28475.0
13857.0,0.0,28218.0,28475.0
13867.0,0.0,28218.0,28475.0
13877.0,0.0,28218.0,28475.0
13887.0,0.0,28218.0,28475.0
13897.0,0.0,28218.0,28475.0
13907.0,0.0,28218.0,28475.0
13917.0,0.0,28218.0,28475.0
13927.0,0.0,28218.0,28475.0
13937.0,0.0,28218.0,28475.0
13947.0,0.0,28218.0,28475.0
13957.0,0.0,28218.0,28475.0
13967.0,0.0,28218.0,28475.0
13977.0,0.0,28218.0,28475.0
13987.0,0.0,28218.0,28475.0
13997.0,0.0,28218.0,28475.0
14007.0,0.0,28218.0,28475.0
14017.0,0.0,28218.0,28475.0
14027.0,0.0,28218.0,28475.0
14037.0,0.0,28218.0,28475.0
14047.0,0.0,28218.0,28475.0
14057.0,0.0,28218.0,28475.0
14067.0,0.0,28218.0,28475.0
14077.0,0.0,28218.0,28475.0
14087.0,0.0,28218.0,28475.0
14097.0,0.0,28218.0,28475.0
14107.0,0.0,28218.0,28475.0
14117.0,0.0,28218.0,28475.0
14127.0,0.0,28218.0,28475.0
14137.0,0.0,28218.0,28475.0
14147.0,0.0,28218.0,28475.0
14157.0,0.0,28218.0,28475.0
14167.0,0.0,28218.0,28475.0
14177.0,0.0,28218.0,28475.0
14187.0,0.0,28218.0,28475.0
14197.0,0.0,28218.0,28475.0
14207.0,0.0,28218.0,28475.0
14217.0,0.0,28218.0,28475.0
14227.0,0.0,28218.0,28475.0
14237.0,0.0,28218.0,28475.0
14247.0,0.0,28218.0,28475.0
14257.0,0.0,28218.0,28475.0
14267.0,0.0,28218.0,28475.0
14277.0,0.0,28218.0,28475.0
14287.0,0.0,28218.0,28475.0
14297.0,0.0,28218.0,28475.0
14307.0,0.0,28218.0,28475.0
14317.0,0.0,28218.0,28475.0
14327.0,0.0,28218.0,28475.0
14337.0,0.0,28218.0,28475.0
14347.0,0.0,28218.0,28475.0
14357.0,0.0,28218.0,28475.0
14367.0,0.0,28218.0,28475.0
14377.0,0.0,28218.0,28475.0
14387.0,0.0,28218.0,28475.0
14397.0,0.0,28218.0,28475.0
14407.0,0.0,28218.0,28475.0
14417.0,0.0,28218.0,28475.0
14427.0,0.0,28218.0,28475.0
14437.0,0.0,28218.0,28475.0
14447.0,0.0,28218.0,28475.0
14457.0,0.0,28218.0,28475.0
14467.0,0.0,28218.0,28475.0
14477.0,0.0,28218.0,28475.0
14487.0,0.0,28218.0,28475.0
14497.0,0.0,28218.0,28475.0
14507.0,0.0,28218.0,28475.0
14517.0,0.0,28218.0,28475.0
14527.0,0.0,28218.0,28475.0
14537.0,0.0,28218.0,28475.0
14547.0,0.0,28218.0,28475.0
14557.0,0.0,28218.0,28475.0
14567.0,0.0,28218.0,28475.0
14577.0,0.0,28218.0,28475.0
14587.0,0.0,28218.0,28475.0
14597.0,0.0,28218.0,28475.0
14607.0,0.0,28218.0,28475.0
14617.0,0.0,28218.0,28475.0
14627.0,0.0,28218.0,28475.0
14637.0,0.0,28218.0,28475.0
14647.0,0.0,28218.0,28475.0
14657.0,0.0,28218.0,28475.0
14667.0,0.0,28218.0,28475.0
14677.0,0.0,28218.0,28475.0
14687.0,0.0,28218.0,28475.0
14697.0,0.0,28218.0,28475.0
14707.0,0.0,28218.0,28475.0
14717.0,0.0,28218.0,28475.0
14727.0,0.0,28218.0,28475.0
14737.0,0.0,28218.0,28475.0
14747.0,0.0,28218.0,28475.0
14757.0,0.0,28218.0,28475.0
14767.0,0.0,28218.0,28475.0
14777.0,0.0,28218.0,28475.0
14787.0,0.0,28218.0,28475.0
14797.0,0.0,28218.0,28475.0
14807.0,0.0,28218.0,28475.0
14817.0,0.0,28218.0,28475.0
14827.0,0.0,28218.0,28475.0
14837.0,0.0,28218.0,28475.0
14847.0,0.0,28218.0,28475.0
14857.0,0.0,28218.0,28475.0
14867.0,0.0,28218.0,28475.0
14877.0,0.0,28218.0,28475.0
14887.0,0.0,28218.0,28475.0
14897.0,0.0,28218.0,28475.0
14907.0,0.0,28218.0,28475.0
14917.0,0.0,28218.0,28475.0
14927.0,0.0,28218.0,28475.0
14937.0,0.0,28218.0,28475.0
14947.0,0.0,28218.0,28475.0
14957.0,0.0,28218.0,28475.0
14967.0,0.0,28218.0,28475.0
14977.0,0.0,28218.0,28475.0
14987.0,0.0,28218.0,28475.0
14997.0,0.0,28218.0,28475.0
15007.0,-80.0,28218.0,28475.0
15017.0,-80.0,28218.0,28474.0
15027.0,-80.0,28215.0,28471.0
15037.0,-80.0,28210.0,28467.0
15047.0,-80.0,28204.0,28461.0
15057.0,-80.0,28197.0,28455.0
15067.0,-80.0,28190.0,28447.0
15077.0,-80.0,28181.0,28439.0
15087.0,-80.0,28172.0,28431.0
15097.0,-80.0,28162.0,28422.0
15107.0,-80.0,28152.0,28412.0
15117.0,-80.0,28142.0,28403.0
15127.0,-80.0,28131.0,28393.0
15137.0,-80.0,28120.0,28383.0
15147.0,-80.0,28109.0,28373.0
15157.0,-80.0,28098.0,28362.0
15167.0,-80.0,28086.0,28352.0
15177.0,-80.0,28075.0,28341.0
15187.0,-80.0,28063.0,28330.0
15197.0,-80.0,28051.0,28319.0
15207.0,-80.0,28039.0,28308.0
15217.0,-80.0,28027.0,28297.0
15227.0,-80.0,28015.0,28286.0
15237.0,-80.0,28003.0,28275.0
15247.0,-80.0,27991.0,28264.0
15257.0,-80.0,27978.0,28252.0
15267.0,-80.0,27966.0,28241.0
15277.0,-80.0,27954.0,28230.0
15287.0,-80.0,27941.0,28219.0
15297.0,-80.0,27929.0,28207.0
15307.0,-80.0,27917.0,28196.0
15317.0,-80.0,27904.0,28184.0
15327.0,-80.0,27892.0,28173.0
15337.0,-80.0,27879.0,28162.0
15347.0,-80.0,27867.0,28150.0
15357.0,-80.0,27854.0,28139.0
15367.0,-80.0,27842.0,28127.0
15377.0,-80.0,27829.0,28116.0
15387.0,-80.0,27817.0,28104.0
15397.0,-80.0,27804.0,28093.0
15407.0,-80.0,27792.0,28081.0
15417.0,-80.0,27779.0,28070.0
15427.0,-80.0,27767.0,28058.0
15437.0,-80.0,27754.0,28047.0
15447.0,-80.0,27741.0,28036.0
15457.0,-80.0,27729.0,28024.0
15467.0,-80.0,27716.0,28013.0
15477.0,-80.0,27704.0,28001.0
15487.0,-80.0,27691.0,27990.0
15497.0,-80.0,27679.0,27978.0
15507.0,-80.0,27666.0,27967.0
15517.0,-80.0,27653.0,27955.0
15527.0,-80.0,27641.0,27943.0
15537.0,-80.0,27628.0,27932.0
15547.0,-80.0,27616.0,27920.0
15557.0,-80.0,27603.0,27909.0
15567.0,-80.0,27591.0,27897.0
15577.0,-80.0,27578.0,27886.0
15587.0,-80.0,27565.0,27874.0
15597.0,-80.0,27553.0,27863.0
15607.0,-80.0,27540.0,27851.0
15617.0,-80.0,27528.0,27840.0
15627.0,-80.0,27515.0,27828.0
15637.0,-80.0,27502.0,27817.0
15647.0,-80.0,27490.0,27805.0
15657.0,-80.0,27477.0,27793.0
15667.0,-80.0,27465.0,27782.0
15677.0,-80.0,27452.0,27770.0
15687.0,-80.0,27439.0,27759.0
15697.0,-80.0,27427.0,27747.0
15707.0,-80.0,27414.0,27736.0
15717.0,-80.0,27402.0,27724.0
15727.0,-80.0,27389.0,27713.0
15737.0,-80.0,27376.0,27701.0
15747.0,-80.0,27364.0,27689.0
15757.0,-80.0,27351.0,27678.0
15767.0,-80.0,27339.0,27666.0
15777.0,-80.0,27326.0,27655.0
15787.0,-80.0,27313.0,27643.0
15797.0,-80.0,27301.0,27632.0
15807.0,-80.0,27288.0,27620.0
15817.0,-80.0,27275.0,27608.0
15827.0,-80.0,27263.0,27597.0
15837.0,-80.0,27250.0,27585.0
15847.0,-80.0,27237.0,27574.0
15857.0,-80.0,27225.0,27562.0
15867.0,-80.0,27212.0,27551.0
15877.0,-80.0,27200.0,27539.0
15887.0,-80.0,27187.0,27527.0
15897.0,-80.0,27174.0,27516.0
15907.0,-80.0,27162.0,27504.0
15917.0,-80.0,27149.0,27493.0
15927.0,-80.0,27136.0,27481.0
15937.0,-80.0,27124.0,27469.0
15947.0,-80.0,27111.0,27458.0
15957.0,-80.0,27099.0,27446.0
15967.0,-80.0,27086.0,27435.0
15977.0,-80.0,27073.0,27423.0
15987.0,-80.0,27061.0,27411.0
15997.0,-80.0,27048.0,27400.0
16007.0,-80.0,27035.0,27388.0
16017.0,-80.0,27023.0,27377.0
16027.0,-80.0,27010.0,27365.0
16037.0,-80.0,26998.0,27353.0
16047.0,-80.0,26985.0,27342.0
16057.0,-80.0,26972.0,27330.0
16067.0,-80.0,26959.0,27319.0
16077.0,-80.0,26947.0,27307.0
16087.0,-80.0,26934.0,27295.0
16097.0,-80.0,26922.0,27284.0
16107.0,-80.0,26909.0,27272.0
16117.0,-80.0,26896.0,27260.0
16127.0,-80.0,26884.0,27249.0
16137.0,-80.0,26871.0,27237.0
16147.0,-80.0,26858.0,27226.0
16157.0,-80.0,26846.0,27214.0
16167.0,-80.0,26833.0,27202.0
16177.0,-80.0,26820.0,27191.0
16187.0,-80.0,26808.0,27179.0
16197.0,-80.0,26795.0,27167.0
16207.0,-80.0,26782.0,27156.0
16217.0,-80.0,26770.0,27144.0
16227.0,-80.0,26757.0,27133.0
16237.0,-80.0,26744.0,27121.0
16247.0,-80.0,26732.0,27109.0
16257.0,-80.0,26719.0,27097.0
16267.0,-80.0,26706.0,27086.0
16277.0,-80.0,26693.0,27074.0
16287.0,-80.0,26681.0,27063.0
16297.0,-80.0,26668.0,27051.0
16307.0,-80.0,26655.0,27039.0
16317.0,-80.0,26643.0,27028.0
16327.0,-80.0,26630.0,27016.0
16337.0,-80.0,26617.0,27004.0
16347.0,-80.0,26605.0,26993.0
16357.0,-80.0,26592.0,26981.0
16367.0,-80.0,26579.0,26970.0
16377.0,-80.0,26566.0,26958.0
16387.0,-80.0,26554.0,26946.0
16397.0,-80.0,26541.0,26935.0
16407.0,-80.0,26528.0,26923.0
16417.0,-80.0,26516.0,26911.0
16427.0,-80.0,26503.0,26900.0
16437.0,-80.0,26490.0,26888.0
16447.0,-80.0,26478.0,26877.0
16457.0,-80.0,26465.0,26865.0
16467.0,-80.0,26452.0,26853.0
16477.0,-80.0,26439.0,26842.0
16487.0,-80.0,26427.0,26830.0
16497.0,-80.0,26414.0,26819.0
16507.0,-80.0,26401.0,26807.0
16517.0,-80.0,26389.0,26795.0
16527.0,-80.0,26376.0,26784.0
16537.0,-80.0,26363.0,26772.0
16547.0,-80.0,26351.0,26760.0
16557.0,-80.0,26338.0,26749.0
16567.0,-80.0,26325.0,26737.0
16577.0,-80.0,26313.0,26726.0
16587.0,-80.0,26300.0,26714.0
16597.0,-80.0,26287.0,26702.0
16607.0,-80.0,26274.0,26691.0
16617.0,-80.0,26262.0,26679.0
16627.0,-80.0,26249.0,26668.0
16637.0,-80.0,26236.0,26656.0
16647.0,-80.0,26224.0,26644.0
16657.0,-80.0,26211.0,26633.0
16667.0,-80.0,26198.0,26621.0
16677.0,-80.0,26186.0,26609.0
16687.0,-80.0,26173.0,26598.0
16697.0,-80.0,26160.0,26586.0
16707.0,-80.0,26148.0,26575.0
16717.0,-80.0,26135.0,26563.0
16727.0,-80.0,26122.0,26551.0
16737.0,-80.0,26110.0,26540.0
16747.0,-80.0,26097.0,26528.0
16757.0,-80.0,26084.0,26517.0
16767.0,-80.0,26072.0,26505.0
16777.0,-80.0,26059.0,26493.0
16787.0,-80.0,26046.0,26482.0
16797.0,-80.0,26034.0,26470.0
16807.0,-80.0,26021.0,26459.0
16817.0,-80.0,26008.0,26447.0
16827.0,-80.0,25996.0,26435.0
16837.0,-80.0,25983.0,26424.0
16847.0,-80.0,25970.0,26412.0
16857.0,-80.0,25958.0,26401.0
16867.0,-80.0,25945.0,26389.0
16877.0,-80.0,25932.0,26378.0
16887.0,-80.0,25919.0,26366.0
16897.0,-80.0,25907.0,26354.0
16907.0,-80.0,25894.0,26343.0
16917.0,-80.0,25882.0,26331.0
16927.0,-80.0,25869.0,26320.0
16937.0,-80.0,25856.0,26308.0
16947.0,-80.0,25844.0,26296.0
16957.0,-80.0,25831.0,26285.0
16967.0,-80.0,25818.0,26273.0
16977.0,-80.0,25806.0,26262.0
16987.0,-80.0,25793.0,26250.0
16997.0,-80.0,25780.0,26238.0
17007.0,-80.0,25768.0,26227.0
17017.0,-80.0,25755.0,26215.0
17027.0,-80.0,25742.0,26204.0
17037.0,-80.0,25730.0,26192.0
17047.0,-80.0,25717.0,26181.0
17057.0,-80.0,25704.0,26169.0
17067.0,-80.0,25692.0,26157.0
17077.0,-80.0,25679.0,26146.0
17087.0,-80.0,25666.0,26134.0
17097.0,-80.0,25653.0,26123.0
17107.0,-80.0,25641.0,26111.0
17117.0,-80.0,25628.0,26100.0
17127.0,-80.0,25616.0,26088.0
17137.0,-80.0,25603.0,26076.0
17147.0,-80.0,25590.0,26065.0
17157.0,-80.0,25578.0,26053.0
17167.0,-80.0,25565.0,26042.0
17177.0,-80.0,25552.0,26030.0
17187.0,-80.0,25540.0,26018.0
17197.0,-80.0,25527.0,26007.0
17207.0,-80.0,25514.0,25995.0
17217.0,-80.0,25502.0,25984.0
17227.0,-80.0,25489.0,25972.0
17237.0,-80.0,25476.0,25960.0
17247.0,-80.0,25464.0,25949.0
17257.0,-80.0,25451.0,25937.0
17267.0,-80.0,25438.0,25926.0
