t_ms,gy_dps,ang_acc_deg
794.0,-51.0229,175.7313
804.0,-45.6336,175.794
814.0,-39.7481,176.0506
824.0,-33.9313,175.7729
834.0,-27.7099,175.9844
844.0,-21.4504,175.6668
854.0,-15.084,175.4794
864.0,-8.7786,175.3816
874.0,-2.1756,175.6066
884.0,4.4046,175.2085
894.0,10.8779,175.5862
904.0,17.3893,176.049
914.0,23.4962,175.9303
924.0,29.6489,176.2556
934.0,35.5878,176.1212
944.0,40.9771,176.3478
954.0,46.2977,176.2829
964.0,51.6031,176.4818
974.0,56.0229,176.1803
984.0,60.2366,176.1198
994.0,63.6718,176.1794
1004.0,67.5878,176.8428
1014.0,71.0382,176.6327
1024.0,73.7099,176.702
1034.0,76.145,177.9245
1044.0,78.4962,176.9342
1054.0,79.5725,177.1921
1064.0,81.2977,177.013
1074.0,81.8626,177.1356
1084.0,81.9771,176.9699
1094.0,81.0916,177.2458
1104.0,80.9542,177.3167
1114.0,79.5649,177.4574
1124.0,78.3359,176.9141
1134.0,76.2061,177.2763
1144.0,73.7328,177.3145
1154.0,70.8931,177.3051
1164.0,67.2443,177.4825
1174.0,63.4198,177.4474
1184.0,59.7939,177.2285
1194.0,55.0382,177.1532
1204.0,50.542,176.8342
1214.0,45.626,177.6638
1224.0,40.6031,177.3523
1234.0,35.2672,177.5007
1244.0,29.2366,177.1538
1254.0,23.8015,177.0827
1264.0,17.6947,177.3197
1274.0,11.7099,177.3314
1284.0,5.7786,177.0154
1294.0,-0.2214,177.1806
1304.0,-6.3664,176.732
1314.0,-12.0382,176.8606
1324.0,-17.7557,176.925
1334.0,-23.4046,176.8515
1344.0,-29.1069,176.9894
1354.0,-34.542,177.1591
1364.0,-40.0,176.8604
1374.0,-44.7023,176.937
1384.0,-49.374,177.0497
1394.0,-53.8779,176.8015
1404.0,-56.8321,175.7731
1414.0,-61.374,176.2522
1424.0,-64.3435,176.5273
1434.0,-66.9466,176.7159
1444.0,-69.8168,176.6876
1454.0,-71.8244,176.4993
1464.0,-73.2366,176.3723
1474.0,-74.3817,176.2858
1484.0,-75.1603,176.439
1494.0,-75.8779,175.9301
1504.0,-75.4504,176.6217
1514.0,-75.2901,176.5302
1524.0,-74.4504,176.2358
1534.0,-72.8626,176.0598
1544.0,-70.9542,176.2443
1554.0,-68.9771,176.1941
1564.0,-66.3817,176.2276
1574.0,-63.458,175.9018
1584.0,-60.4733,175.7818
1594.0,-56.5649,175.7095
1604.0,-52.8473,175.2719
1614.0,-48.687,175.8741
1624.0,-44.1069,175.5435
1634.0,-39.3969,175.8306
1644.0,-34.4656,175.8303
1654.0,-29.2443,175.5394
1664.0,-23.6718,175.7036
1674.0,-18.2901,175.7196
1684.0,-12.8855,175.4985
1694.0,-6.9542,175.9074
1704.0,-1.5191,175.5402
1714.0,4.2595,175.835
1724.0,10.1221,175.6056
1734.0,15.3664,175.9033
1744.0,20.8702,175.7599
1754.0,25.8168,176.1582
1764.0,31.2977,176.0606
1774.0,36.3053,176.1259
1784.0,40.6947,176.2298
1794.0,45.1756,176.4483
1804.0,49.4504,176.4588
1814.0,53.2214,176.49
1824.0,56.4885,176.5523
1834.0,59.7252,176.5254
1844.0,62.3359,176.8756
1854.0,64.8321,176.758
1864.0,66.6641,176.4372
1874.0,68.5496,177.4623
1884.0,70.0534,177.3457
1894.0,70.5573,176.9886
1904.0,71.0611,176.9858
1914.0,71.4962,177.1335
1924.0,70.8779,177.2627
1934.0,70.2519,176.9328
1944.0,69.2366,176.7976
1954.0,67.7252,177.1541
1964.0,65.7557,177.226
1974.0,63.8092,177.0306
1984.0,60.8092,177.7341
1994.0,57.9847,177.2887
2004.0,54.7557,177.1203
2014.0,51.1374,177.1935
2024.0,47.4885,177.3302
2034.0,43.1374,177.6469
2044.0,39.1908,177.1553
2054.0,34.5191,176.9678
2064.0,29.9924,177.4543
2074.0,24.8855,177.4293
2084.0,19.9466,177.4064
2094.0,14.7786,177.2656
2104.0,9.5802,177.2142
2114.0,4.2366,177.2832
2124.0,-1.0076,177.1448
2134.0,-6.2901,177.208
2144.0,-11.4809,177.0278
2154.0,-15.9618,176.8146
2164.0,-21.229,177.041
2174.0,-26.145,176.8832
2184.0,-30.771,176.7246
2194.0,-35.229,177.2703
2204.0,-39.3817,176.8465
2214.0,-43.542,176.8163
2224.0,-47.458,176.685
2234.0,-50.8702,176.5986
2244.0,-53.7863,176.1064
2254.0,-56.1145,176.4271
2264.0,-58.1527,177.0067
2274.0,-60.542,176.6057
2284.0,-62.2443,176.3475
2294.0,-63.6412,176.6519
2304.0,-64.5267,175.9454
2314.0,-65.3359,175.9581
2324.0,-65.2061,176.2117
2334.0,-65.1603,176.3731
2344.0,-64.6336,176.1196
2354.0,-63.8321,175.9261
2364.0,-62.5344,176.0687
2374.0,-60.9313,176.1096
2384.0,-59.0305,175.8854
2394.0,-56.8855,176.3809
2404.0,-53.916,176.0948
2414.0,-51.2672,176.1505
2424.0,-48.1527,175.9924
2434.0,-44.4427,175.3735
2444.0,-40.7634,175.8022
2454.0,-36.9695,175.5884
2464.0,-32.6641,175.8562
2474.0,-28.2824,176.0001
2484.0,-23.9466,175.4344
2494.0,-19.2595,175.8323
2504.0,-14.313,175.5948
2514.0,-9.2519,175.7036
2524.0,-4.4962,175.8181
2534.0,0.5267,175.9792
2544.0,5.4275,175.6582
2554.0,9.9389,175.7357
2564.0,14.8855,175.9295
2574.0,19.542,175.8562
2584.0,23.9313,176.0766
2594.0,28.2443,176.13
2604.0,32.2824,176.4824
2614.0,36.1603,176.5259
2624.0,40.1985,176.3492
2634.0,43.7939,176.5023
2644.0,46.5954,176.5314
2654.0,49.626,176.6311
2664.0,52.5267,176.575
2674.0,54.2824,176.9147
2684.0,56.2748,176.4157
2694.0,57.542,176.9514
2704.0,58.9084,176.7868
2714.0,59.9313,177.0935
2724.0,60.458,176.9872
2734.0,60.9313,177.4426
2744.0,60.9466,177.0257
2754.0,60.6412,176.9995
2764.0,59.9389,176.5583
2774.0,58.8931,176.8541
2784.0,57.0992,177.3255
2794.0,55.5038,177.1948
2804.0,53.5496,177.1273
2814.0,51.229,177.1948
2824.0,48.5115,177.1238
2834.0,45.687,177.114
2844.0,42.5191,177.4676
2854.0,39.2366,177.2998
2864.0,35.6718,177.0968
2874.0,31.8397,177.4032
2884.0,27.9313,177.2104
2894.0,23.7939,177.273
2904.0,19.458,177.3511
2914.0,15.1298,177.1545
2924.0,10.7405,177.1028
2934.0,6.2214,177.0791
2944.0,1.7939,177.5761
2954.0,-2.7939,177.3416
2964.0,-7.3282,176.9531
2974.0,-11.3969,176.6752
2984.0,-15.916,176.8609
2994.0,-19.9542,177.1545
3004.0,-24.0382,176.4518
3014.0,-27.771,176.76
3024.0,-31.3969,176.9619
3034.0,-34.855,176.9887
3044.0,-38.4198,176.9086
3054.0,-41.5802,176.7147
3064.0,-44.1603,176.7965
3074.0,-46.5573,176.7082
3084.0,-49.0229,176.6949
3094.0,-50.313,177.0082
3104.0,-52.0,176.1049
3114.0,-53.2977,175.8576
3124.0,-54.2214,176.3801
3134.0,-55.0382,176.4987
3144.0,-55.2519,176.219
3154.0,-55.0992,176.0345
3164.0,-54.6412,176.154
3174.0,-54.2214,175.8472
3184.0,-53.5267,176.0477
3194.0,-51.916,176.0298
3204.0,-50.8168,175.9638
3214.0,-49.0687,175.8042
3224.0,-47.0,176.1685
3234.0,-44.3435,176.217
3244.0,-41.7863,175.2628
3254.0,-39.0305,176.0711
3264.0,-35.8779,176.0126
3274.0,-32.626,175.979
3284.0,-29.0611,176.1017
3294.0,-25.6565,175.9084
3304.0,-21.9008,175.8552
3314.0,-18.0153,175.7077
3324.0,-13.8702,175.8916
3334.0,-9.7176,175.6415
3344.0,-5.542,175.7192
3354.0,-1.4275,176.116
3364.0,2.9542,175.8996
3374.0,6.8779,176.1334
3384.0,10.8702,176.4936
3394.0,14.8626,176.0763
3404.0,18.8015,176.0928
3414.0,22.5802,175.7563
3424.0,26.0687,176.0134
3434.0,29.3435,176.4796
3444.0,32.4427,176.7582
3454.0,35.313,176.4728
3464.0,38.3588,176.7164
3474.0,40.9237,176.6319
3484.0,43.1908,176.5168
3494.0,45.229,176.4855
3504.0,46.8931,176.76
3514.0,48.3588,176.9029
3524.0,49.4962,176.8488
3534.0,50.2595,177.1334
3544.0,51.0458,176.6537
3554.0,50.8321,176.9311
3564.0,51.084,176.9851
3574.0,51.0687,176.8655
3584.0,50.3588,177.0819
3594.0,49.8015,176.8395
3604.0,48.6489,177.0851
3614.0,46.9313,177.0395
3624.0,45.5573,177.0859
3634.0,43.687,177.0246
3644.0,41.5496,177.0248
3654.0,38.9008,177.2763
3664.0,36.5344,177.0358
3674.0,33.7176,177.0379
3684.0,30.7328,177.0228
3694.0,27.7176,177.4219
3704.0,24.5649,177.0842
3714.0,21.2443,176.891
3724.0,17.4427,176.9128
3734.0,14.0763,177.3453
3744.0,10.0611,177.3109
3754.0,6.3206,176.7672
3764.0,2.7557,177.227
3774.0,-1.084,177.2162
3784.0,-5.1832,177.2216
3794.0,-8.8702,176.9445
3804.0,-12.229,176.6992
3814.0,-15.5725,176.8075
3824.0,-18.9389,176.7121
3834.0,-22.2443,177.1953
3844.0,-25.458,176.9018
3854.0,-28.2214,176.6202
3864.0,-30.9771,176.5419
3874.0,-33.5878,177.0889
3884.0,-36.1298,176.7955
3894.0,-38.3817,176.5634
3904.0,-40.0382,176.573
3914.0,-41.6565,176.8619
3924.0,-42.6641,175.9562
3934.0,-44.0458,176.2381
3944.0,-44.8702,176.2005
3954.0,-45.3893,176.4895
3964.0,-46.0534,176.4389
3974.0,-45.5954,176.64
3984.0,-45.4733,176.2677
3994.0,-44.8168,176.3434
4004.0,-44.1145,175.7815
4014.0,-43.2443,175.9834
4024.0,-42.0992,176.3246
4034.0,-40.3969,176.1536
4044.0,-39.0916,175.994
4054.0,-36.9008,175.5408
4064.0,-34.8855,176.1551
4074.0,-32.2977,176.0797
4084.0,-29.8397,176.1542
4094.0,-26.9084,176.0681
4104.0,-24.3511,176.0674
4114.0,-21.145,175.9809
4124.0,-18.1756,175.7346
4134.0,-15.0153,175.8963
4144.0,-11.7252,175.5331
4154.0,-8.4656,175.9331
4164.0,-4.7328,175.782
4174.0,-1.4962,175.7769
4184.0,1.9618,176.0061
4194.0,5.4962,176.0039
4204.0,8.6031,176.3182
4214.0,12.0229,176.1989
4224.0,15.0763,176.1693
4234.0,18.0458,176.1187
4244.0,21.2977,176.2686
4254.0,23.9542,176.2256
4264.0,26.6183,176.2619
4274.0,28.9618,176.5607
4284.0,30.9924,176.6458
4294.0,33.2214,176.5981
4304.0,35.1069,176.5526
4314.0,36.9847,176.523
4324.0,38.542,176.7443
4334.0,39.8244,176.957
4344.0,40.6641,176.7932
4354.0,41.2137,176.3091
4364.0,41.5344,176.9594
4374.0,41.9771,176.4724
4384.0,41.7939,176.8026
4394.0,41.7176,176.6973
4404.0,41.2519,177.027
4414.0,40.6794,176.9372
4424.0,39.6489,177.0986
4434.0,38.5191,177.1285
4444.0,37.313,177.1313
4454.0,35.5954,176.9938
4464.0,33.855,177.1086
4474.0,31.855,177.3115
4484.0,29.7176,177.0306
4494.0,27.145,177.1446
4504.0,24.9618,177.0564
4514.0,22.4198,177.187
4524.0,19.8473,177.2145
4534.0,17.1985,176.7171
4544.0,14.2824,176.9732
4554.0,11.458,177.0301
4564.0,8.0229,177.1913
4574.0,5.1679,177.109
4584.0,1.8244,176.944
4594.0,-1.1069,177.069
4604.0,-4.229,177.2494
4614.0,-7.3435,176.4088
4624.0,-9.9771,176.8447
4634.0,-12.7023,176.8594
4644.0,-15.4122,176.8809
4654.0,-18.1679,176.6221
4664.0,-20.6183,176.8459
4674.0,-23.1221,176.6164
4684.0,-25.2443,176.4939
4694.0,-27.3359,176.8575
4704.0,-29.3664,176.618
4714.0,-31.1527,176.3734
4724.0,-33.0076,176.9298
4734.0,-33.855,176.5155
4744.0,-34.7481,176.6913
4754.0,-35.5115,176.2514
4764.0,-36.1756,176.1507
4774.0,-36.9389,176.1677
4784.0,-36.9542,176.1026
4794.0,-36.7252,175.9958
4804.0,-36.4962,176.5503
4814.0,-35.8626,175.9991
4824.0,-35.4809,175.9124
4834.0,-34.6412,175.9439
4844.0,-33.3969,175.9723
4854.0,-32.2214,175.9785
4864.0,-30.5878,176.0976
4874.0,-29.1679,175.8947
4884.0,-27.5114,175.9519
4894.0,-25.374,176.0825
4904.0,-23.4962,175.7202
4914.0,-21.0687,175.8865
4924.0,-18.9313,175.7352
4934.0,-16.3206,175.6324
4944.0,-14.0076,175.9084
4954.0,-11.2901,176.2063
4964.0,-8.5344,175.6988
4974.0,-5.6641,175.8262
4984.0,-2.9542,176.265
4994.0,-0.1374,176.1943
5004.0,2.5725,175.4919
5014.0,5.458,175.7126
5024.0,8.0763,175.9757
5034.0,10.5344,176.3212
5044.0,13.0382,176.2683
5054.0,15.4198,176.4747
5064.0,17.6718,176.6302
5074.0,19.9466,176.4133
5084.0,21.9237,176.4289
5094.0,24.0076,176.5061
5104.0,25.6412,176.6475
5114.0,27.1679,176.4775
5124.0,28.6947,176.6522
5134.0,29.7176,176.5226
5144.0,30.771,176.4316
5154.0,31.8168,177.0263
5164.0,32.5191,176.6911
5174.0,32.9466,176.5628
5184.0,33.2748,176.8801
5194.0,33.6031,176.7561
5204.0,33.1603,176.8003
5214.0,32.8092,177.1397
5224.0,32.6107,176.7937
5234.0,31.6794,177.0593
5244.0,30.9389,177.1775
5254.0,29.9389,177.0484
5264.0,29.0382,176.9909
5274.0,27.5725,177.2121
5284.0,26.2214,176.8225
5294.0,24.4656,176.8147
5304.0,22.7252,177.2451
5314.0,20.7939,176.6631
5324.0,18.6718,176.9285
5334.0,16.7481,177.3406
5344.0,14.4656,176.8935
5354.0,12.5038,177.0272
5364.0,10.1832,177.2348
5374.0,7.4504,176.8186
5384.0,5.1221,177.0193
5394.0,2.626,177.0937
5404.0,0.3282,177.3077
5414.0,-2.2901,176.944
5424.0,-4.4885,177.1348
5434.0,-6.8855,176.5445
5444.0,-9.1679,177.0231
5454.0,-11.4046,176.7879
5464.0,-13.1679,176.7271
5474.0,-15.0534,177.1069
5484.0,-17.0382,176.583
5494.0,-19.0229,177.0055
5504.0,-20.6336,177.0472
5514.0,-22.5267,176.6557
5524.0,-23.8015,176.4987
5534.0,-24.8855,176.7032
5544.0,-25.9542,176.9218
5554.0,-27.2672,176.5499
5564.0,-27.8473,176.4798
5574.0,-28.1985,176.1813
5584.0,-28.6565,175.8711
5594.0,-28.7252,176.3184
5604.0,-28.6641,176.2292
5614.0,-28.3969,176.0078
5624.0,-28.2672,175.9866
5634.0,-27.7557,175.8727
5644.0,-26.9695,176.4665
5654.0,-26.0687,176.2188
5664.0,-25.1221,175.9714
5674.0,-24.1145,175.6646
5684.0,-22.6107,176.2185
5694.0,-21.4351,176.1628
5704.0,-20.0076,175.8378
5714.0,-18.3053,175.9164
5724.0,-16.6565,176.4202
5734.0,-14.6718,175.8818
5744.0,-12.8931,176.1404
5754.0,-10.687,175.9755
5764.0,-8.6947,175.9193
5774.0,-6.626,175.8093
5784.0,-4.4351,175.8688
5794.0,-2.2824,175.9094
5804.0,-0.1298,175.8255
5814.0,1.8855,175.9711
5824.0,4.0229,175.7108
5834.0,6.2672,176.0403
5844.0,8.2901,176.4635
5854.0,10.0611,176.2619
5864.0,12.0229,176.2892
5874.0,13.626,176.2371
5884.0,15.374,176.3815
5894.0,16.8779,176.5656
5904.0,18.5802,176.501
5914.0,19.9084,176.7405
5924.0,21.0458,176.8513
5934.0,22.2977,176.2157
5944.0,23.0687,176.4297
5954.0,23.9695,176.6015
5964.0,24.6718,176.5359
5974.0,25.0305,176.6303
5984.0,25.3893,176.6668
5994.0,25.8321,176.9394
6004.0,25.7099,176.6786
6014.0,25.6107,177.0725
6024.0,25.2977,177.2743
6034.0,24.9847,176.8303
6044.0,24.4046,177.3931
6054.0,23.7099,176.8948
6064.0,22.8168,177.0405
6074.0,21.9389,176.541
6084.0,20.8855,177.1166
6094.0,19.6794,176.9021
6104.0,18.3435,177.0514
6114.0,16.9008,176.7033
6124.0,15.5191,176.756
6134.0,14.0076,177.1154
6144.0,12.4046,176.7719
6154.0,10.4962,177.0494
6164.0,8.7176,177.182
6174.0,7.3893,176.904
6184.0,5.1069,177.158
6194.0,3.4046,177.3088
6204.0,1.1985,176.7555
6214.0,-0.3359,177.1214
6224.0,-2.2366,176.9997
6234.0,-4.0382,176.966
6244.0,-5.9542,176.6507
6254.0,-7.771,176.7869
6264.0,-9.2748,176.7807
6274.0,-10.8397,176.915
6284.0,-11.9847,176.3181
6294.0,-13.6641,176.583
6304.0,-14.7786,176.5466
6314.0,-15.9008,176.5466
6324.0,-17.3206,176.8541
6334.0,-18.313,176.5016
6344.0,-19.1679,176.0271
6354.0,-19.9008,176.8875
6364.0,-20.5954,176.1347
6374.0,-21.229,176.2128
6384.0,-21.8168,176.2774
6394.0,-21.7786,176.3688
6404.0,-21.916,176.612
6414.0,-21.9847,176.5426
6424.0,-21.5954,176.1405
6434.0,-20.8168,176.1537
6444.0,-20.7557,176.0262
6454.0,-20.0153,176.1219
6464.0,-19.0153,176.2409
6474.0,-18.145,175.9164
6484.0,-17.4733,176.0591
6494.0,-16.2901,175.7364
6504.0,-15.1908,175.812
6514.0,-13.8626,176.3162
6524.0,-12.6031,176.3969
6534.0,-11.1527,176.0752
6544.0,-9.5115,175.8073
6554.0,-8.3893,175.6811
6564.0,-6.6947,175.7812
6574.0,-5.0229,176.0772
6584.0,-3.4122,176.4655
6594.0,-1.6794,175.8954
6604.0,0.0382,175.9391
6614.0,1.5649,175.6364
6624.0,3.1374,176.1619
6634.0,4.9313,175.9481
6644.0,6.4809,176.0126
6654.0,7.9084,176.2753
6664.0,9.2443,176.2073
6674.0,10.5496,176.7331
6684.0,11.9084,176.2961
6694.0,13.2672,176.2878
6704.0,14.374,176.6581
6714.0,14.9618,176.7315
6724.0,16.1527,176.5028
6734.0,16.8168,176.3023
6744.0,17.5496,176.6476
6754.0,17.9924,176.3717
6764.0,18.5725,176.8093
6774.0,18.9008,176.6077
6784.0,19.1832,176.7479
6794.0,19.1985,177.2515
6804.0,19.4275,177.0213
6814.0,19.1298,176.7192
6824.0,18.916,176.5318
6834.0,18.4886,176.5184
6844.0,18.2443,176.7905
6854.0,17.5191,176.3787
6864.0,17.1298,176.7536
6874.0,16.4046,176.6656
6884.0,15.3893,176.915
6894.0,14.687,177.1871
6904.0,13.626,176.8527
6914.0,12.5573,176.9375
6924.0,11.1756,176.9449
6934.0,9.9924,177.1057
6944.0,8.7176,177.1348
6954.0,7.5115,177.1677
6964.0,6.1832,176.9135
6974.0,4.6107,176.9002
6984.0,3.1603,176.9909
6994.0,1.9389,176.9266
7004.0,0.5115,177.1376
7014.0,-0.8626,177.0508
7024.0,-2.4885,176.8342
7034.0,-3.8321,177.1883
7044.0,-5.0382,176.5509
7054.0,-6.1756,176.6844
7064.0,-7.2901,176.6253
7074.0,-8.6565,176.6
7084.0,-9.3359,176.7339
7094.0,-10.6947,176.6212
7104.0,-11.2519,176.3684
7114.0,-12.1832,176.5489
7124.0,-12.8168,176.6844
7134.0,-13.7939,176.1203
7144.0,-14.1527,176.5305
7154.0,-14.7099,176.528
7164.0,-15.1221,176.5503
7174.0,-15.8244,176.676
7184.0,-15.7557,176.6973
7194.0,-15.9924,176.3889
7204.0,-16.1069,176.3766
7214.0,-15.8473,176.1347
7224.0,-15.6183,176.1681
7234.0,-15.3588,176.4228
7244.0,-14.9084,175.9491
7254.0,-14.5038,176.4758
7264.0,-13.7405,176.428
7274.0,-13.0611,176.1878
7284.0,-12.4733,176.2206
7294.0,-11.5115,176.3554
7304.0,-10.1832,176.0543
7314.0,-9.3664,176.0258
7324.0,-8.374,176.3091
7334.0,-7.3435,176.1134
7344.0,-6.0534,175.813
7354.0,-4.8702,176.1292
7364.0,-3.6718,176.0472
7374.0,-2.2977,176.0053
7384.0,-0.8168,176.1841
7394.0,0.2672,175.8406
7404.0,1.4427,176.1625
7414.0,2.6718,176.1498
7424.0,3.9771,176.051
7434.0,4.9389,176.5859
7444.0,6.1832,176.3755
7454.0,7.2595,176.2228
7464.0,8.0611,176.565
7474.0,9.2366,176.2849
7484.0,9.9695,176.3446
7494.0,10.8855,176.528
7504.0,11.4351,176.7531
7514.0,12.6183,176.3131
7524.0,12.8168,176.4333
7534.0,13.4656,176.6672
7544.0,13.7557,176.8534
7554.0,13.8244,176.7446
7564.0,14.1679,176.7197
7574.0,14.5725,176.946
7584.0,14.6565,176.528
7594.0,14.2824,176.7011
7604.0,14.313,176.7405
7614.0,14.0687,176.4749
7624.0,13.7863,176.5386
7634.0,13.3053,176.8825
7644.0,12.9695,176.9377
7654.0,12.5802,176.5546
7664.0,11.7786,176.9982
7674.0,11.3435,176.9041
7684.0,10.3969,177.1105
7694.0,9.7557,177.0101
7704.0,8.8092,176.9894
7714.0,7.9924,176.6237
7724.0,7.2901,176.9783
7734.0,6.1985,176.9441
7744.0,5.3664,176.7632
7754.0,4.1603,176.6919
7764.0,3.0153,176.9807
7774.0,1.9695,176.8405
7784.0,1.084,176.814
7794.0,-0.084,176.8225
7804.0,-1.2137,176.8372
7814.0,-2.1603,176.507
7824.0,-3.229,176.3114
7834.0,-3.9924,176.444
7844.0,-4.5802,176.565
7854.0,-5.542,176.5092
7864.0,-6.3969,176.7836
7874.0,-7.1221,176.8854
7884.0,-7.9389,176.604
7894.0,-8.5878,176.3715
7904.0,-9.2366,176.4237
7914.0,-9.7786,176.3245
7924.0,-9.9542,176.1803
7934.0,-10.687,176.3939
7944.0,-10.7786,176.5791
7954.0,-11.3588,176.3082
7964.0,-11.0687,176.3819
7974.0,-11.374,176.4438
7984.0,-11.6565,176.5717
7994.0,-11.5649,176.5957
8004.0,-11.4275,176.2153
8014.0,-11.2977,176.8264
8024.0,-11.4198,176.4071
8034.0,-10.7405,175.998
8044.0,-10.374,176.4271
8054.0,-9.7557,176.0308
8064.0,-9.4504,176.3757
8074.0,-8.6336,176.259
8084.0,-8.1679,176.0674
8094.0,-7.3817,176.4914
8104.0,-6.6718,176.4568
8114.0,-5.8168,176.0741
8124.0,-5.0687,176.2508
8134.0,-4.0611,176.3251
8144.0,-3.0076,176.0634
8154.0,-2.2977,176.0323
8164.0,-1.2366,176.2834
8174.0,-0.1756,175.9283
8184.0,0.5344,175.8852
8194.0,1.5725,176.4237
8204.0,2.2443,176.2035
8214.0,3.4427,176.3528
8224.0,4.2672,176.5217
8234.0,4.9389,176.6808
8244.0,5.6489,176.2257
8254.0,6.374,176.5496
8264.0,7.1908,176.3815
8274.0,7.6183,176.6933
8284.0,8.1069,176.3113
8294.0,8.9695,176.236
8304.0,9.1527,176.493
8314.0,9.6336,176.6213
8324.0,9.9008,176.5826
8334.0,10.3893,176.7064
8344.0,10.4427,176.5619
8354.0,10.4885,176.8916
8364.0,10.3817,176.9982
8374.0,10.7939,176.7199
8384.0,10.5267,176.7161
8394.0,10.5725,176.2947
8404.0,10.1298,176.5733
8414.0,9.9084,176.8388
8424.0,9.7328,176.7503
8434.0,9.3282,176.9843
8444.0,8.855,176.9086
8454.0,8.2137,176.9746
8464.0,7.6336,176.7688
8474.0,7.2672,176.8761
8484.0,6.7176,176.9486
8494.0,6.084,177.0957
8504.0,5.4275,176.8155
8514.0,4.7176,176.7848
8524.0,3.9847,176.9408
8534.0,3.2901,176.5288
8544.0,2.5573,176.7283
8554.0,1.7252,176.8092
8564.0,1.0229,176.7822
8574.0,0.0229,176.5127
8584.0,-0.5267,176.6303
8594.0,-1.3664,176.6872
8604.0,-2.1069,176.745
8614.0,-2.5802,176.6327
8624.0,-3.3435,176.8248
8634.0,-4.0153,176.3324
8644.0,-4.5344,176.712
8654.0,-4.9924,176.4115
8664.0,-5.7481,176.4446
8674.0,-5.9924,176.4438
8684.0,-6.3282,176.6812
8694.0,-6.7099,176.362
8704.0,-6.8397,176.6047
8714.0,-7.0763,176.6384
8724.0,-7.0305,176.2978
8734.0,-7.2595,176.7019
8744.0,-7.6947,176.8593
8754.0,-7.7481,176.3861
8764.0,-7.855,176.1065
8774.0,-7.7481,176.5352
8784.0,-7.8092,176.3037
8794.0,-7.4885,176.7402
8804.0,-7.4122,176.1499
8814.0,-6.9389,176.5716
8824.0,-6.6412,176.2082
8834.0,-6.2824,176.2184
8844.0,-6.084,176.2923
8854.0,-5.4733,176.2186
8864.0,-4.6565,176.5692
8874.0,-4.3664,176.1432
8884.0,-3.9008,175.8361
8894.0,-3.5344,176.323
8904.0,-2.7252,176.2442
8914.0,-2.3893,176.4393
8924.0,-1.4733,176.6516
8934.0,-0.8702,176.1841
8944.0,-0.3511,176.1766
8954.0,0.3893,175.812
8964.0,1.0458,176.1606
8974.0,1.6107,176.1924
8984.0,2.1985,176.3831
8994.0,2.7252,176.3761
9004.0,3.3053,176.4332
9014.0,3.771,176.5947
9024.0,4.2214,176.7319
9034.0,4.7176,176.278
9044.0,5.0611,176.6197
9054.0,5.3511,176.6286
9064.0,5.7634,176.6541
9074.0,6.0458,176.8403
9084.0,6.1145,176.3006
9094.0,6.3588,176.7426
9104.0,6.626,176.7894
9114.0,6.7634,176.4081
9124.0,6.7863,176.9608
9134.0,6.626,176.9783
9144.0,6.8092,176.7891
9154.0,6.7405,176.5186
9164.0,6.8244,176.7883
9174.0,6.4122,176.578
9184.0,6.4122,176.4594
