t_ms,pwm,enc_izq,enc_der
31694.0,105.0,20451.0,18951.0
31704.0,105.0,20467.0,18967.0
31714.0,105.0,20484.0,18984.0
31724.0,105.0,20501.0,19000.0
31734.0,105.0,20517.0,19016.0
31744.0,105.0,20534.0,19033.0
31754.0,105.0,20551.0,19049.0
31764.0,105.0,20567.0,19065.0
31774.0,105.0,20584.0,19082.0
31784.0,105.0,20601.0,19098.0
31794.0,105.0,20617.0,19114.0
31804.0,105.0,20634.0,19131.0
31814.0,105.0,20651.0,19147.0
31824.0,105.0,20667.0,19164.0
31834.0,105.0,20684.0,19180.0
31844.0,105.0,20701.0,19196.0
31854.0,105.0,20717.0,19213.0
31864.0,105.0,20734.0,19229.0
31874.0,105.0,20750.0,19246.0
31884.0,105.0,20767.0,19262.0
31894.0,105.0,20784.0,19278.0
31904.0,105.0,20800.0,19295.0
31914.0,105.0,20817.0,19311.0
31924.0,105.0,20834.0,19327.0
31934.0,105.0,20850.0,19344.0
31944.0,105.0,20867.0,19360.0
31954.0,105.0,20884.0,19377.0
31964.0,105.0,20900.0,19393.0
31974.0,105.0,20917.0,19409.0
31984.0,105.0,20934.0,19426.0
31994.0,105.0,20950.0,19442.0
32004.0,105.0,20967.0,19459.0
32014.0,105.0,20984.0,19475.0
32024.0,105.0,21000.0,19491.0
32034.0,105.0,21017.0,19508.0
32044.0,105.0,21034.0,19524.0
32054.0,105.0,21050.0,19541.0
32064.0,105.0,21067.0,19557.0
32074.0,105.0,21084.0,19573.0
32084.0,105.0,21101.0,19590.0
32094.0,105.0,21117.0,19606.0
32104.0,105.0,21134.0,19623.0
32114.0,105.0,21151.0,19639.0
32124.0,105.0,21167.0,19655.0
32134.0,105.0,21184.0,19672.0
32144.0,105.0,21201.0,19688.0
32154.0,105.0,21217.0,19705.0
32164.0,105.0,21234.0,19721.0
32174.0,105.0,21251.0,19737.0
32184.0,105.0,21267.0,19754.0
32194.0,105.0,21284.0,19770.0
32204.0,105.0,21301.0,19787.0
32214.0,105.0,21317.0,19803.0
32224.0,105.0,21334.0,19819.0
32234.0,105.0,21351.0,19836.0
32244.0,105.0,21368.0,19852.0
32254.0,105.0,21384.0,19869.0
32264.0,105.0,21401.0,19885.0
32274.0,105.0,21418.0,19901.0
32284.0,105.0,21434.0,19918.0
32294.0,105.0,21451.0,19934.0
32304.0,105.0,21468.0,19951.0
32314.0,105.0,21485.0,19967.0
32324.0,105.0,21501.0,19983.0
32334.0,105.0,21518.0,20000.0
32344.0,105.0,21535.0,20016.0
32354.0,105.0,21551.0,20033.0
32364.0,105.0,21568.0,20049.0
32374.0,105.0,21585.0,20065.0
32384.0,105.0,21601.0,20082.0
32394.0,105.0,21618.0,20098.0
32404.0,105.0,21635.0,20115.0
32414.0,105.0,21652.0,20131.0
32424.0,105.0,21668.0,20147.0
32434.0,105.0,21685.0,20164.0
32444.0,105.0,21702.0,20180.0
32454.0,105.0,21718.0,20197.0
32464.0,105.0,21735.0,20213.0
32474.0,105.0,21752.0,20229.0
32484.0,105.0,21769.0,20246.0
32494.0,105.0,21785.0,20262.0
32504.0,105.0,21802.0,20279.0
32514.0,105.0,21819.0,20295.0
32524.0,105.0,21835.0,20311.0
32534.0,105.0,21852.0,20328.0
32544.0,105.0,21869.0,20344.0
32554.0,105.0,21886.0,20361.0
32564.0,105.0,21902.0,20377.0
